Entity,Country Code,Year,GINI Index
Moldova,MDA,1991,34
Moldova,MDA,1992,34
Moldova,MDA,1993,33
Moldova,MDA,1994,35
Moldova,MDA,1995,35
Moldova,MDA,1996,36
Moldova,MDA,1997,36
Moldova,MDA,1998,39
Moldova,MDA,1999,42
Moldova,MDA,2000,36
Moldova,MDA,2001,37
Moldova,MDA,2002,35
Moldova,MDA,2003,34
Moldova,MDA,2004,35
Moldova,MDA,2005,36
Moldova,MDA,2006,35
Moldova,MDA,2007,34
Moldova,MDA,2008,34
Moldova,MDA,2009,32
Moldova,MDA,2010,32
Moldova,MDA,2011,30
Moldova,MDA,2012,29
Moldova,MDA,2013,28
Moldova,MDA,2014,26
Moldova,MDA,2015,27
Moldova,MDA,2016,26
Moldova,MDA,2017,26
Moldova,MDA,2018,26
Moldova,MDA,2019,26
Moldova,MDA,2020,26
Moldova,MDA,2021,25

Netherlands,NLD,1990,31
Netherlands,NLD,1991,32
Netherlands,NLD,1992,31
Netherlands,NLD,1993,30
Netherlands,NLD,1994,31
Netherlands,NLD,1995,31
Netherlands,NLD,1996,31
Netherlands,NLD,1997,30
Netherlands,NLD,1998,29
Netherlands,NLD,1999,28
Netherlands,NLD,2000,29
Netherlands,NLD,2001,29
Netherlands,NLD,2002,29
Netherlands,NLD,2003,29
Netherlands,NLD,2004,29
Netherlands,NLD,2005,29
Netherlands,NLD,2006,30
Netherlands,NLD,2007,29
Netherlands,NLD,2008,29
Netherlands,NLD,2009,27
Netherlands,NLD,2010,27
Netherlands,NLD,2011,27
Netherlands,NLD,2012,27
Netherlands,NLD,2013,28
Netherlands,NLD,2014,28
Netherlands,NLD,2015,28
Netherlands,NLD,2016,28
Netherlands,NLD,2017,28
Netherlands,NLD,2018,28
Netherlands,NLD,2019,29
Netherlands,NLD,2020,28
Netherlands,NLD,2021,29

Poland,POL,1985,25
Poland,POL,1986,28
Poland,POL,1987,26
Poland,POL,1989,27
Poland,POL,1992,29
Poland,POL,1993,27
Poland,POL,1995,35
Poland,POL,1996,33
Poland,POL,1998,32
Poland,POL,1999,33
Poland,POL,2000,33
Poland,POL,2001,33
Poland,POL,2002,34
Poland,POL,2003,35
Poland,POL,2004,35
Poland,POL,2005,34
Poland,POL,2006,33
Poland,POL,2007,33
Poland,POL,2008,33
Poland,POL,2009,33
Poland,POL,2010,33
Poland,POL,2011,32
Poland,POL,2012,32
Poland,POL,2013,32
Poland,POL,2014,32
Poland,POL,2015,31
Poland,POL,2016,30
Poland,POL,2017,30
Poland,POL,2018,31
Poland,POL,2019,30
Poland,POL,2019,27
Poland,POL,2019,26
Poland,POL,2019,26

Portugal,PRT,1990,41
Portugal,PRT,1991,39
Portugal,PRT,1992,38
Portugal,PRT,1993,37
Portugal,PRT,1994,36
Portugal,PRT,1995,34
Portugal,PRT,1996,35
Portugal,PRT,1997,36
Portugal,PRT,1998,37
Portugal,PRT,1999,38
Portugal,PRT,2000,38
Portugal,PRT,2001,38
Portugal,PRT,2002,39
Portugal,PRT,2003,39
Portugal,PRT,2004,39
Portugal,PRT,2005,39
Portugal,PRT,2006,38
Portugal,PRT,2007,37
Portugal,PRT,2008,37
Portugal,PRT,2009,35
Portugal,PRT,2010,36
Portugal,PRT,2011,36
Portugal,PRT,2012,36
Portugal,PRT,2013,36
Portugal,PRT,2014,35
Portugal,PRT,2015,35
Portugal,PRT,2016,35
Portugal,PRT,2017,33
Portugal,PRT,2018,33
Portugal,PRT,2019,32
Portugal,PRT,2020,32
Portugal,PRT,2021,32

Romania,ROU,1990,23
Romania,ROU,1991,23
Romania,ROU,1992,25
Romania,ROU,1993,26
Romania,ROU,1994,28
Romania,ROU,1995,31
Romania,ROU,1996,29
Romania,ROU,1997,30
Romania,ROU,1998,31
Romania,ROU,1999,29
Romania,ROU,2000,29
Romania,ROU,2001,29
Romania,ROU,2002,30
Romania,ROU,2003,30
Romania,ROU,2004,30
Romania,ROU,2005,30
Romania,ROU,2006,30
Romania,ROU,2007,30
Romania,ROU,2008,30
Romania,ROU,2009,28
Romania,ROU,2010,28
Romania,ROU,2011,27
Romania,ROU,2012,27
Romania,ROU,2013,27
Romania,ROU,2014,36
Romania,ROU,2015,36
Romania,ROU,2016,29
Romania,ROU,2017,36
Romania,ROU,2018,29
Romania,ROU,2019,35
Romania,ROU,2020,35
Romania,ROU,2021,35

Russia,RUS,1990,48
Russia,RUS,1991,48
Russia,RUS,1992,47
Russia,RUS,1993,48
Russia,RUS,1994,48
Russia,RUS,1995,47
Russia,RUS,1996,46
Russia,RUS,1997,38
Russia,RUS,1998,38
Russia,RUS,1999,37
Russia,RUS,2000,37
Russia,RUS,2001,37
Russia,RUS,2002,37
Russia,RUS,2003,40
Russia,RUS,2004,40
Russia,RUS,2005,41
Russia,RUS,2006,41
Russia,RUS,2007,42
Russia,RUS,2008,42
Russia,RUS,2009,40
Russia,RUS,2010,40
Russia,RUS,2011,40
Russia,RUS,2012,41
Russia,RUS,2013,41
Russia,RUS,2014,40
Russia,RUS,2015,38
Russia,RUS,2016,37
Russia,RUS,2017,37
Russia,RUS,2018,37
Russia,RUS,2019,38
Russia,RUS,2020,36
Russia,RUS,1921,48

Slovakia,SVK,1990,19
Slovakia,SVK,1991,20
Slovakia,SVK,1992,20
Slovakia,SVK,1993,22
Slovakia,SVK,1994,23
Slovakia,SVK,1995,25
Slovakia,SVK,1996,26
Slovakia,SVK,1997,26
Slovakia,SVK,1998,27
Slovakia,SVK,1999,26
Slovakia,SVK,2000,26
Slovakia,SVK,2001,29
Slovakia,SVK,2002,29
Slovakia,SVK,2003,28
Slovakia,SVK,2004,29
Slovakia,SVK,2005,30
Slovakia,SVK,2006,28
Slovakia,SVK,2007,28
Slovakia,SVK,2008,27
Slovakia,SVK,2009,26
Slovakia,SVK,2010,27
Slovakia,SVK,2011,26
Slovakia,SVK,2012,26
Slovakia,SVK,2013,28
Slovakia,SVK,2014,26
Slovakia,SVK,2015,26
Slovakia,SVK,2016,25
Slovakia,SVK,2017,23
Slovakia,SVK,2018,25
Slovakia,SVK,2019,23
Slovakia,SVK,2020,23
Slovakia,SVK,2021,23

Slovenia,SVN,1990,24
Slovenia,SVN,1991,26
Slovenia,SVN,1992,28
Slovenia,SVN,1993,29
Slovenia,SVN,1994,24
Slovenia,SVN,1995,24
Slovenia,SVN,1996,24
Slovenia,SVN,1997,24
Slovenia,SVN,1998,28
Slovenia,SVN,1999,24
Slovenia,SVN,2000,29
Slovenia,SVN,2001,29
Slovenia,SVN,2002,29
Slovenia,SVN,2003,31
Slovenia,SVN,2004,25
Slovenia,SVN,2005,25
Slovenia,SVN,2006,24
Slovenia,SVN,2007,24
Slovenia,SVN,2008,23
Slovenia,SVN,2009,25
Slovenia,SVN,2010,25
Slovenia,SVN,2011,25
Slovenia,SVN,2012,26
Slovenia,SVN,2013,27
Slovenia,SVN,2014,26
Slovenia,SVN,2015,26
Slovenia,SVN,2016,25
Slovenia,SVN,2017,24
Slovenia,SVN,2018,25
Slovenia,SVN,2019,24
Slovenia,SVN,2020,25
Slovenia,SVN,2021,23

Spain,ESP,1990,32
Spain,ESP,1991,32
Spain,ESP,1992,34
Spain,ESP,1993,35
Spain,ESP,1994,36
Spain,ESP,1995,37
Spain,ESP,1996,35
Spain,ESP,1997,33
Spain,ESP,1998,32
Spain,ESP,1999,33
Spain,ESP,2000,34
Spain,ESP,2001,33
Spain,ESP,2002,33
Spain,ESP,2003,32
Spain,ESP,2004,33
Spain,ESP,2005,32
Spain,ESP,2006,33
Spain,ESP,2007,34
Spain,ESP,2008,34
Spain,ESP,2009,34
Spain,ESP,2010,35
Spain,ESP,2011,36
Spain,ESP,2012,35
Spain,ESP,2013,36
Spain,ESP,2014,36
Spain,ESP,2015,36
Spain,ESP,2016,36
Spain,ESP,2017,35
Spain,ESP,2018,35
Spain,ESP,2019,34
Spain,ESP,2020,34
Spain,ESP,2021,34

Sweden,SWE,1990,23
Sweden,SWE,1991,24
Sweden,SWE,1992,25
Sweden,SWE,1993,25
Sweden,SWE,1994,25
Sweden,SWE,1995,25
Sweden,SWE,1996,25
Sweden,SWE,1997,25
Sweden,SWE,1998,25
Sweden,SWE,1999,26
Sweden,SWE,2000,27
Sweden,SWE,2001,27
Sweden,SWE,2002,26
Sweden,SWE,2003,25
Sweden,SWE,2004,26
Sweden,SWE,2005,27
Sweden,SWE,2006,26
Sweden,SWE,2007,27
Sweden,SWE,2008,28
Sweden,SWE,2009,27
Sweden,SWE,2010,28
Sweden,SWE,2011,28
Sweden,SWE,2012,28
Sweden,SWE,2013,29
Sweden,SWE,2014,28
Sweden,SWE,2015,29
Sweden,SWE,2016,30
Sweden,SWE,2017,29
Sweden,SWE,2018,30
Sweden,SWE,2019,29
Sweden,SWE,2020,29
Sweden,SWE,2021,30

Switzerland,CHE,1990,33
Switzerland,CHE,1991,35
Switzerland,CHE,1992,34
Switzerland,CHE,1993,34
Switzerland,CHE,1994,34
Switzerland,CHE,1995,34
Switzerland,CHE,1996,34
Switzerland,CHE,1997,34
Switzerland,CHE,1998,34
Switzerland,CHE,1999,34
Switzerland,CHE,2000,33
Switzerland,CHE,2001,33
Switzerland,CHE,2002,31
Switzerland,CHE,2003,31
Switzerland,CHE,2004,32
Switzerland,CHE,2005,32
Switzerland,CHE,2006,33
Switzerland,CHE,2007,34
Switzerland,CHE,2008,33
Switzerland,CHE,2009,32
Switzerland,CHE,2010,32
Switzerland,CHE,2011,31
Switzerland,CHE,2012,31
Switzerland,CHE,2013,32
Switzerland,CHE,2014,32
Switzerland,CHE,2015,32
Switzerland,CHE,2016,33
Switzerland,CHE,2017,32
Switzerland,CHE,2018,33
Switzerland,CHE,2019,33
Switzerland,CHE,2020,33
Switzerland,CHE,2021,33

Thailand,THA,1990,45
Thailand,THA,1991,46
Thailand,THA,1992,47
Thailand,THA,1993,45
Thailand,THA,1994,43
Thailand,THA,1995,43
Thailand,THA,1996,43
Thailand,THA,1997,43
Thailand,THA,1998,41
Thailand,THA,1999,43
Thailand,THA,2000,43
Thailand,THA,2001,43
Thailand,THA,2002,42
Thailand,THA,2003,42
Thailand,THA,2004,43
Thailand,THA,2005,43
Thailand,THA,2006,42
Thailand,THA,2007,40
Thailand,THA,2008,40
Thailand,THA,2009,39
Thailand,THA,2010,39
Thailand,THA,2011,37
Thailand,THA,2012,39
Thailand,THA,2013,38
Thailand,THA,2014,37
Thailand,THA,2015,36
Thailand,THA,2016,37
Thailand,THA,2017,36
Thailand,THA,2018,36
Thailand,THA,2019,34
Thailand,THA,2020,35
Thailand,THA,2021,35

Ukraine,UKR,1990,30
Ukraine,UKR,1991,30
Ukraine,UKR,1992,33
Ukraine,UKR,1993,34
Ukraine,UKR,1994,37
Ukraine,UKR,1995,39
Ukraine,UKR,1996,35
Ukraine,UKR,1997,35
Ukraine,UKR,1998,35
Ukraine,UKR,1999,29
Ukraine,UKR,2000,29
Ukraine,UKR,2001,29
Ukraine,UKR,2002,29
Ukraine,UKR,2003,29
Ukraine,UKR,2004,29
Ukraine,UKR,2005,29
Ukraine,UKR,2006,30
Ukraine,UKR,2007,27
Ukraine,UKR,2008,27
Ukraine,UKR,2009,25
Ukraine,UKR,2010,25
Ukraine,UKR,2011,25
Ukraine,UKR,2012,25
Ukraine,UKR,2013,25
Ukraine,UKR,2014,24
Ukraine,UKR,2015,25
Ukraine,UKR,2016,25
Ukraine,UKR,2017,26
Ukraine,UKR,2018,26
Ukraine,UKR,2019,27
Ukraine,UKR,2020,26
Ukraine,UKR,2021,28

United Kingdom,GBR,1990,36
United Kingdom,GBR,1991,36
United Kingdom,GBR,1992,36
United Kingdom,GBR,1993,36
United Kingdom,GBR,1994,36
United Kingdom,GBR,1995,35
United Kingdom,GBR,1996,35
United Kingdom,GBR,1997,35
United Kingdom,GBR,1998,36
United Kingdom,GBR,1999,37
United Kingdom,GBR,2000,40
United Kingdom,GBR,2001,38
United Kingdom,GBR,2002,36
United Kingdom,GBR,2003,35
United Kingdom,GBR,2004,36
United Kingdom,GBR,2005,34
United Kingdom,GBR,2006,34
United Kingdom,GBR,2007,35
United Kingdom,GBR,2008,34
United Kingdom,GBR,2009,34
United Kingdom,GBR,2010,34
United Kingdom,GBR,2011,33
United Kingdom,GBR,2012,32
United Kingdom,GBR,2013,33
United Kingdom,GBR,2014,34
United Kingdom,GBR,2015,33
United Kingdom,GBR,2016,35
United Kingdom,GBR,2017,35
United Kingdom,GBR,2018,35
United Kingdom,GBR,2019,35
United Kingdom,GBR,2020,37
United Kingdom,GBR,2021,37

United States,USA,1990,37
United States,USA,1991,38
United States,USA,1992,38
United States,USA,1993,40
United States,USA,1994,40
United States,USA,1995,40
United States,USA,1996,40
United States,USA,1997,40
United States,USA,1998,40
United States,USA,1999,40
United States,USA,2000,40
United States,USA,2001,41
United States,USA,2002,40
United States,USA,2003,40
United States,USA,2004,40
United States,USA,2005,41
United States,USA,2006,41
United States,USA,2007,40
United States,USA,2008,40
United States,USA,2009,40
United States,USA,2010,40
United States,USA,2011,41
United States,USA,2012,41
United States,USA,2013,40
United States,USA,2014,42
United States,USA,2015,41
United States,USA,2016,41
United States,USA,2017,41
United States,USA,2018,42
United States,USA,2019,42
United States,USA,2020,42
United States,USA,2021,42
